id,título original,fecha,lugar de publicación,impresor,procedencia
1,"Las Siete Partidas Del Sabio Rey Don Alonso el Nono : nueuamente Glosadas, por el Licenciado Gregorio Lopez, del Consejo Real de Indias de Su Magestad. Con su Repertorio muy copioso, assi del Testo como de la Glosa",1576,Salamanca,de Portonariis,Bayerische Staatsbibliotheck digital
